000050 011000  -.097 000160    .046
000050 001000   .000 000170  -.0102
000050 019000   -.14
000050 000170   .091
000050 000160   .018
000050 000052   -.20
000062 011000   .100 
000062 019000  .0510  
000062 020000   .183  
000062 012000   .183 
000062 000170 -.0050
000062 000160   .097
000000
